Customer_ID,Recency,Frequency,Monetary,Avg_Order_Value,Session_Count,Avg_Session_Duration,Pages_Viewed,Clicks,Campaign_Response,Wishlist_Adds,Cart_Abandon_Rate,Returns,Segment_Label,Days_Since_Last_Purchase,Purchase_Frequency,CLV,KMeans_Cluster,Final_Marketing_Segment,Predicted_Response_Probability,Recommended_Product,Personalized_Promo_Code
CUST00001,51,13,1560.0,119.9999076923787,56,14.76624160508629,33,828,1,28,17.629488785115612,8,Silver,51,0.2321428156887829,3587.9999999999995,2,Steady Growth Customers (Gold),0.4207423697027899,Home Appliances & Comfort,GOLD_HOME
CUST00002,134,5,3.0,0.5999988000024,7,5.409043699457566,2,60,0,4,23.02421591417256,9,Iron,134,0.7142846938790088,4.5,1,New Bargain Hunters (Silver),0.0861986232592403,Trending Fashion & Apparel,WELCOME_STYLE
CUST00003,55,15,235.0,15.666656222229186,37,5.082231313888915,11,710,1,17,28.391939093848286,16,Copper,55,0.4054052958364065,587.5,2,Steady Growth Customers (Gold),0.2889244240467803,Home Appliances & Comfort,GOLD_HOME
CUST00004,46,11,1293.0,117.54534768604756,48,18.93648649090481,20,1223,0,17,15.192267441895275,0,Silver,46,0.229166618923621,2715.3,2,Steady Growth Customers (Gold),0.3802515386785705,Home Appliances & Comfort,GOLD_HOME
CUST00005,21,30,3602.0,120.06662664445778,90,26.461395003194724,37,1892,0,57,11.427460460752794,8,Gold,21,0.3333332962963004,14408.0,2,Steady Growth Customers (Gold),0.5348967590575598,Home Appliances & Comfort,GOLD_HOME
CUST00006,25,42,4515.0,107.499974404768,114,21.14771509677525,53,2187,1,63,14.147539013379598,4,Gold,25,0.3684210203139456,23478.0,0,High-Value Loyalists (Platinum),0.6515063923431298,Premium Electronics & Gadgets,PLATINUM_VIP
CUST00007,9,67,8835.0,131.86565196035045,152,32.170692865544765,76,4766,1,65,6.812092578215489,4,Platinum,9,0.4407894446849049,68029.5,0,High-Value Loyalists (Platinum),0.8757095702716855,Premium Electronics & Gadgets,PLATINUM_VIP
CUST00008,79,1,98.0,97.99902000979988,12,8.266338458132406,6,55,0,2,28.22408501575815,3,Iron,79,0.0833332638889467,107.8,1,New Bargain Hunters (Silver),0.1727291760352545,Trending Fashion & Apparel,WELCOME_STYLE
CUST00009,63,15,362.0,24.13331724445517,24,14.784944646717909,19,535,0,19,25.784887130970915,13,Copper,63,0.6249997395834419,905.0,2,Steady Growth Customers (Gold),0.2824837757625955,Home Appliances & Comfort,GOLD_HOME
CUST00010,83,18,489.0,27.16665157408245,29,12.57295572071193,26,407,0,8,20.2204522906238,11,Copper,83,0.620689441141572,1369.1999999999998,2,Steady Growth Customers (Gold),0.3280049820591672,Home Appliances & Comfort,GOLD_HOME
CUST00011,9,76,7925.0,104.2763020689076,196,28.3252199872015,66,4608,1,67,9.72095993212311,1,Platinum,9,0.3877550822573937,68155.00000000001,0,High-Value Loyalists (Platinum),0.8438298106221004,Premium Electronics & Gadgets,PLATINUM_VIP
CUST00012,131,6,56.0,9.333317777803703,14,3.3508015414652164,9,212,0,0,33.8747063121678,12,Iron,131,0.4285711224491982,89.60000000000001,1,New Bargain Hunters (Silver),0.0623004838581437,Trending Fashion & Apparel,WELCOME_STYLE
CUST00013,48,18,442.0,24.555541913587827,36,11.25019454168104,11,440,0,10,28.73891619155672,7,Copper,48,0.4999998611111496,1237.6,2,Steady Growth Customers (Gold),0.2729059507518907,Home Appliances & Comfort,GOLD_HOME
CUST00014,11,62,4511.0,72.75805278095922,81,25.77796977183369,42,2405,1,43,5.15562546258716,8,Gold,11,0.7654320042676538,32479.2,0,High-Value Loyalists (Platinum),0.6786526401197213,Premium Electronics & Gadgets,PLATINUM_VIP
CUST00015,16,47,3983.0,84.7446628202845,95,16.849587079821372,33,1440,0,49,11.786494371828669,7,Gold,16,0.4947367900277063,22703.1,0,High-Value Loyalists (Platinum),0.5540916970238077,Premium Electronics & Gadgets,PLATINUM_VIP
CUST00016,16,55,3868.0,70.3272599404982,114,28.01673066589145,42,1860,0,61,12.839252791418875,7,Gold,16,0.4824560980301668,25142.0,0,High-Value Loyalists (Platinum),0.6195730382751323,Premium Electronics & Gadgets,PLATINUM_VIP
CUST00017,44,29,1207.0,41.62067530321541,47,11.774316522495983,40,1305,0,33,17.95581836542283,4,Silver,44,0.6170211453146499,4707.3,2,Steady Growth Customers (Gold),0.4133116791473295,Home Appliances & Comfort,GOLD_HOME
CUST00018,35,37,1385.0,37.43242231556153,64,19.01399941229233,44,1110,0,16,18.280595427328763,2,Silver,35,0.5781249096679828,6509.5,2,Steady Growth Customers (Gold),0.3566625551766759,Home Appliances & Comfort,GOLD_HOME
CUST00019,41,36,1700.0,47.22220910494191,44,13.445619079878751,27,713,0,28,12.274908908690623,12,Silver,41,0.8181816322314471,7819.999999999999,2,Steady Growth Customers (Gold),0.3882566322211219,Home Appliances & Comfort,GOLD_HOME
CUST00020,15,59,3742.0,63.4237180637766,109,25.344536128726816,40,1103,1,31,11.793166653135536,6,Gold,15,0.5412843540106097,25819.800000000003,0,High-Value Loyalists (Platinum),0.5812652402497993,Premium Electronics & Gadgets,PLATINUM_VIP
CUST00021,39,16,372.0,23.24998546875908,31,11.400487969300563,13,246,1,19,21.342841178502923,12,Copper,39,0.516128865764882,967.2,2,Steady Growth Customers (Gold),0.3479615047786942,Home Appliances & Comfort,GOLD_HOME
CUST00022,27,50,2367.0,47.33999053200189,95,25.19967822976142,50,2578,1,50,11.67190344642561,6,Gold,27,0.526315734072028,14202.0,0,High-Value Loyalists (Platinum),0.610791715463637,Premium Electronics & Gadgets,PLATINUM_VIP
CUST00023,28,64,4663.0,72.85936361572443,110,19.821937169217065,34,1755,0,40,11.44563154631822,7,Gold,28,0.5818181289256247,34506.200000000004,0,High-Value Loyalists (Platinum),0.4781210871128117,Premium Electronics & Gadgets,PLATINUM_VIP
CUST00024,40,29,1060.0,36.55171153389257,37,18.972433251916417,49,576,1,38,16.22515868412716,4,Silver,40,0.7837835719503858,4134.0,2,Steady Growth Customers (Gold),0.4724497368879379,Home Appliances & Comfort,GOLD_HOME
CUST00025,39,10,1040.0,103.999896000104,52,12.829475680373312,24,1488,0,31,16.309704448700582,1,Silver,39,0.1923076553254508,2080.0,2,Steady Growth Customers (Gold),0.3619407664574712,Home Appliances & Comfort,GOLD_HOME
CUST00026,70,5,350.0,69.99986000028001,22,9.157342483233872,29,379,0,12,27.90767229881168,2,Copper,70,0.2272726239669891,525.0,2,Steady Growth Customers (Gold),0.3228996994414829,Home Appliances & Comfort,GOLD_HOME
CUST00027,15,48,2764.0,57.58332133680805,115,27.47124932895467,56,2414,1,58,10.060362702274809,3,Gold,15,0.4173912680529332,16031.200000000004,0,High-Value Loyalists (Platinum),0.6572486572386067,Premium Electronics & Gadgets,PLATINUM_VIP
CUST00028,38,15,1682.0,112.13325857782762,49,17.500613241443475,46,512,1,11,16.99027414042095,0,Silver,38,0.3061223865056354,4205.0,2,Steady Growth Customers (Gold),0.3989163047064521,Home Appliances & Comfort,GOLD_HOME
CUST00029,43,30,1823.0,60.76664641111786,38,10.117650943669975,43,913,0,20,12.130605510175355,0,Silver,43,0.7894734764543483,7292.0,2,Steady Growth Customers (Gold),0.3974141764687505,Home Appliances & Comfort,GOLD_HOME
CUST00030,4,62,7886.0,127.19352787201164,196,34.26914720868088,60,4195,0,86,3.979530562013335,1,Platinum,4,0.316326514473137,56779.2,0,High-Value Loyalists (Platinum),0.6610644103056559,Premium Electronics & Gadgets,PLATINUM_VIP
CUST00031,41,18,193.0,10.722216265435408,28,14.792618656086423,14,227,0,8,15.72849979588944,0,Copper,41,0.6428569132653881,540.4,2,Steady Growth Customers (Gold),0.2878761956589505,Home Appliances & Comfort,GOLD_HOME
CUST00032,25,44,4742.0,107.77270277893118,85,27.433948367895184,42,2952,0,34,6.640307314593894,3,Gold,25,0.5176469979238826,25606.800000000003,0,High-Value Loyalists (Platinum),0.538420602298102,Premium Electronics & Gadgets,PLATINUM_VIP
CUST00033,14,63,7646.0,121.3650601007841,130,20.14439894007436,62,3022,1,51,8.20909634070616,3,Platinum,14,0.4846153473372809,55815.8,0,High-Value Loyalists (Platinum),0.8225306059969262,Premium Electronics & Gadgets,PLATINUM_VIP
CUST00034,76,5,6.0,1.1999976000048,10,8.385646540771331,3,79,1,1,41.40385845099499,8,Iron,76,0.4999995000005,9.0,1,New Bargain Hunters (Silver),0.1580943209118656,Trending Fashion & Apparel,WELCOME_STYLE
CUST00035,141,2,43.0,21.49989250053749,12,3.7853342127538014,12,131,0,4,25.7840838402982,20,Iron,141,0.1666665277778935,51.6,1,New Bargain Hunters (Silver),0.080548912235872,Trending Fashion & Apparel,WELCOME_STYLE
CUST00036,85,12,462.0,38.49996791669341,11,10.546936856470577,10,222,0,9,18.79868044560376,13,Copper,85,1.0909080991744553,1016.4,2,Steady Growth Customers (Gold),0.2392363817846017,Home Appliances & Comfort,GOLD_HOME
CUST00037,35,26,1881.0,72.34612602072076,68,10.596255243872688,20,915,0,29,18.72465523258539,13,Silver,35,0.3823528849481051,6771.6,2,Steady Growth Customers (Gold),0.4012320125444423,Home Appliances & Comfort,GOLD_HOME
